wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
797.5;-2.102;2.923;2.559;3.156;0.388;-0.68;4.311;-2.137;-3.142;-3.117;0.427;0.474;0.516;0.442;-0.687;-0.764;-0.369;-0.612;-0.926;-1.537;29.614;4.823;-1.111;-0.863;-0.217;-1.294;-0.29;-1.561;-0.319;-0.51;0.075;0.267;-1.717;-0.325;0.368;-0.136;0.394;-0.019;-2.01;-1.908;0.416
798;-2.161;2.654;2.745;2.91;0.461;-0.494;4.112;-2.3;-3.12;-3.121;0.428;0.488;0.374;0.486;-0.749;-0.869;-0.297;-0.645;-0.966;-1.666;29.35;4.61;-0.927;-0.719;-0.284;-1.307;-0.161;-1.432;-0.348;-0.419;0.335;0.397;-1.442;-0.149;0.502;-0.024;0.328;-0.014;-1.855;-1.819;0.566
798.5;-2.135;2.3;2.863;2.709;0.374;-0.337;3.841;-2.654;-3.304;-3.283;0.424;0.494;0.142;0.357;-0.6;-0.647;-0.252;-0.639;-0.907;-1.776;29.237;4.547;-0.675;-0.457;-0.465;-1.171;-0.052;-1.215;-0.481;-0.319;0.393;0.292;-1.195;-0.078;0.555;-0.053;0.318;0.003;-1.679;-1.703;0.584
799;-2.626;1.915;2.625;2.35;0.01;-0.486;3.445;-3.093;-3.765;-3.677;0.422;0.496;-0.095;0.129;-0.51;-0.413;-0.087;-0.405;-0.819;-1.79;29.491;4.485;-0.535;-0.164;-0.454;-0.982;-0.2;-1.069;-0.623;-0.234;0.194;0.216;-1.244;0.026;0.619;-0.086;0.212;0.019;-1.653;-1.62;0.527
799.5;-2.821;1.768;2.343;2.124;-0.158;-0.617;3.411;-3.398;-3.917;-3.827;0.421;0.495;-0.114;-0.048;-0.388;-0.129;0.081;-0.082;-0.635;-1.665;29.746;4.294;-0.51;0.024;-0.515;-0.75;-0.063;-0.847;-0.771;-0.12;0.213;0.143;-1.107;0.009;0.636;-0.229;0.083;0.029;-1.343;-1.458;0.388
800;-2.579;1.824;2.248;2.104;-0.156;-0.607;3.573;-3.476;-3.917;-3.774;0.427;0.499;-0.217;-0.177;-0.28;0.086;0.211;0.102;-0.3;-1.493;30.144;4.312;-0.546;-0.076;-0.507;-0.638;-0.102;-0.953;-0.767;-0.017;-0.002;0.095;-1.063;-0.085;0.712;-0.191;-0.009;0.027;-1.192;-1.458;0.215
800.5;-2.35;1.934;1.865;1.88;-0.491;-1.004;3.676;-3.542;-4.152;-3.763;0.425;0.501;-0.239;-0.234;-0.171;0.294;0.303;0.194;-0.166;-1.331;30.447;4.588;-0.76;-0.275;-0.617;-0.512;0.209;-1.001;-0.846;0.053;0.199;-0.006;-0.921;-0.174;0.726;-0.232;-0.033;0.021;-0.981;-1.419;0.034
801;-2.048;2.191;1.509;1.84;-0.922;-1.406;3.403;-3.638;-4.276;-3.918;0.425;0.5;-0.067;-0.132;-0.284;0.18;0.253;-0.007;-0.324;-1.432;30.454;4.751;-0.987;-0.705;-0.74;-0.538;0.305;-1.063;-1.002;0.034;0.258;-0.131;-1.001;-0.35;0.666;-0.319;0.001;0.017;-1.015;-1.442;-0.047
801.5;-2.02;2.325;1.306;1.747;-1.188;-1.836;2.989;-3.747;-4.59;-4.051;0.426;0.485;0.01;-0.06;-0.532;-0.106;0.029;-0.529;-0.935;-1.927;30.137;4.753;-1.203;-0.968;-0.76;-0.644;0.198;-1.131;-0.848;-0.047;0.191;-0.101;-1.159;-0.448;0.533;-0.347;0.076;0.015;-1.166;-1.565;0.079
802;-2.186;2.15;1.026;1.579;-1.285;-2.091;2.851;-3.936;-4.675;-4.153;0.425;0.482;0.003;-0.005;-0.73;-0.25;-0.174;-0.913;-1.193;-2.059;29.783;4.814;-1.294;-1.115;-0.703;-0.692;0.304;-1.091;-0.543;-0.112;0.209;0.009;-1.192;-0.443;0.512;-0.217;0.139;0.009;-1.196;-1.58;0.265
802.5;-2.207;2.012;0.95;1.593;-1.123;-2.072;2.813;-3.967;-4.632;-4.232;0.419;0.48;0.05;0.142;-0.924;-0.473;-0.39;-1.281;-1.318;-2.252;29.299;4.73;-1.424;-1.214;-0.722;-0.738;0.552;-1.107;-0.359;-0.187;0.181;0.037;-1.155;-0.465;0.562;-0.012;0.167;-0.003;-1.277;-1.638;0.324
803;-2.477;1.54;0.703;1.449;-1.22;-2.313;2.551;-4.099;-4.72;-4.444;0.412;0.478;0.134;0.329;-1.033;-0.689;-0.535;-1.506;-1.672;-2.337;28.896;4.638;-1.353;-1.15;-0.828;-0.694;0.73;-1.032;-0.358;-0.226;0.262;-0.043;-1.019;-0.506;0.641;0.098;0.183;-0.007;-1.371;-1.528;0.366
803.5;-2.877;1.11;0.561;1.257;-1.484;-2.504;2.44;-4.304;-4.966;-4.802;0.404;0.468;0.109;0.223;-1.017;-0.673;-0.567;-1.327;-1.637;-2.446;28.509;4.539;-1.41;-1.135;-0.919;-0.546;0.814;-0.87;-0.453;-0.149;0.274;-0.237;-1.074;-0.466;0.58;0.017;0.232;-0.014;-1.292;-1.359;0.14
804;-3.803;0.407;0.214;0.753;-1.786;-2.927;2.146;-4.642;-5.601;-5.39;0.399;0.462;0.067;0.013;-0.845;-0.545;-0.401;-0.804;-1.521;-2.245;28.43;4.455;-1.621;-1.257;-0.805;-0.427;0.598;-0.796;-0.427;-0.092;0.235;-0.167;-1.177;-0.387;0.645;-0.095;0.203;-0.017;-1.238;-1.318;-0.024
804.5;-4.349;-0.046;-0.007;0.65;-2.031;-3.067;1.936;-4.973;-5.909;-5.669;0.394;0.46;0.058;-0.084;-0.656;-0.418;-0.278;-0.614;-1.276;-2.195;28.319;4.157;-1.68;-1.293;-0.541;-0.295;0.503;-0.754;-0.273;-0.158;0.166;0.107;-1.169;-0.317;0.705;-0.095;0.207;-0.032;-1.027;-1.317;0.012
805;-4.672;-0.34;-0.389;-0.006;-2.57;-3.45;1.461;-5.401;-6.417;-6.036;0.399;0.47;0.068;-0.182;-0.589;-0.42;-0.234;-0.393;-0.986;-2.071;28.319;3.929;-1.737;-1.372;-0.13;-0.276;0.339;-0.782;-0.05;-0.217;0.06;0.339;-1.294;-0.193;0.763;-0.012;0.193;-0.059;-0.784;-1.36;0.116
805.5;-4.749;-0.309;-0.561;-0.291;-2.939;-3.823;1.115;-5.593;-6.801;-6.185;0.401;0.474;0.309;-0.076;-0.665;-0.528;-0.394;-0.423;-1.048;-2.161;28.295;3.684;-1.562;-1.363;0.087;-0.253;0.264;-0.86;-0.029;-0.217;-0.045;0.41;-1.35;-0.023;0.706;-0.06;0.202;-0.066;-0.644;-1.357;0.083
806;-4.72;-0.296;-0.867;-0.637;-3.474;-4.122;0.652;-6.015;-7.06;-6.465;0.401;0.471;0.549;0.095;-0.835;-0.786;-0.645;-0.647;-1.353;-2.513;28.271;3.414;-1.282;-1.164;0.295;-0.417;-0.137;-1.045;0.064;-0.3;-0.321;0.564;-1.543;0.203;0.681;-0.059;0.232;-0.067;-0.71;-1.429;0.206
806.5;-4.746;-0.32;-1.001;-0.934;-3.719;-4.273;0.466;-6.15;-7.278;-6.548;0.409;0.47;0.396;0.158;-0.957;-0.911;-0.894;-0.966;-1.718;-2.83;28.263;3.196;-0.956;-0.719;0.543;-0.694;-0.795;-1.131;0.232;-0.392;-0.766;0.826;-1.665;0.436;0.711;0.105;0.337;-0.063;-0.932;-1.568;0.348
807;-4.543;-0.245;-1.208;-1.043;-3.816;-4.246;0.245;-6.335;-7.374;-6.71;0.419;0.466;0.226;0.131;-0.884;-0.742;-0.974;-0.964;-1.596;-2.721;28.572;3.316;-0.649;-0.387;0.565;-0.839;-0.997;-1.114;0.26;-0.341;-0.998;1;-1.578;0.521;0.884;0.241;0.379;-0.061;-1.077;-1.551;0.517
807.5;-4.2;-0.113;-1.155;-0.911;-3.727;-4.024;0.245;-6.289;-7.146;-6.823;0.419;0.46;0.136;0.194;-0.904;-0.722;-0.97;-1.195;-1.624;-2.789;28.739;3.441;-0.387;-0.061;0.474;-0.889;-0.897;-1.096;0.206;-0.253;-1.135;0.939;-1.308;0.545;1.056;0.391;0.341;-0.064;-1.193;-1.486;0.64
808;-3.756;0.188;-0.997;-0.556;-3.353;-3.711;0.644;-5.923;-6.801;-6.582;0.424;0.462;0.057;0.213;-0.868;-0.712;-0.896;-1.241;-1.735;-2.826;28.831;3.714;-0.268;0.056;0.244;-1.017;-0.94;-1.01;0.143;-0.136;-1.096;0.854;-1.079;0.513;1.079;0.466;0.358;-0.068;-1.317;-1.358;0.801
808.5;-3.422;0.462;-0.739;-0.223;-3.01;-3.427;1.113;-5.52;-6.422;-6.352;0.423;0.459;-0.086;0.007;-0.841;-0.664;-0.67;-1.145;-1.68;-2.927;28.794;4.146;-0.356;-0.007;-0.105;-0.981;-0.82;-0.89;-0.04;0.068;-1.013;0.719;-1.023;0.527;1.095;0.473;0.409;-0.084;-1.458;-1.351;0.817
809;-3.244;0.571;-0.356;0.082;-2.394;-2.967;1.641;-5.027;-6.072;-5.972;0.42;0.46;-0.266;-0.209;-0.744;-0.501;-0.496;-1.173;-1.739;-2.78;28.841;4.677;-0.516;-0.231;-0.543;-0.801;-0.47;-0.658;-0.261;0.187;-0.633;0.523;-0.86;0.348;1.062;0.44;0.443;-0.099;-1.457;-1.409;0.862
809.5;-3.118;0.524;0.011;0.518;-1.86;-2.505;2.076;-4.551;-5.527;-5.479;0.414;0.461;-0.385;-0.412;-0.572;-0.265;-0.196;-1.095;-1.523;-2.383;28.919;4.979;-0.637;-0.382;-0.813;-0.514;-0.095;-0.505;-0.363;0.209;-0.248;0.479;-0.56;0.139;0.902;0.459;0.427;-0.108;-1.329;-1.397;0.845
810;-3.193;0.598;0.292;0.864;-1.347;-2.2;2.491;-4.065;-5.02;-4.885;0.412;0.464;-0.31;-0.56;-0.567;-0.318;-0.141;-0.942;-1.402;-2.117;28.875;5.004;-0.831;-0.487;-1.158;-0.291;0.574;-0.287;-0.675;0.37;0.476;0.072;-0.282;-0.227;0.499;0.22;0.403;-0.108;-0.763;-1.335;0.668
810.5;-3.299;0.451;0.534;1.264;-0.866;-1.939;2.806;-3.631;-4.602;-4.545;0.404;0.464;-0.116;-0.587;-0.643;-0.492;-0.307;-1.033;-1.45;-2.101;28.685;4.858;-0.853;-0.607;-1.57;-0.085;1.144;-0.173;-1.061;0.57;0.962;-0.317;0.034;-0.634;0.05;-0.062;0.428;-0.101;-0.287;-1.199;0.326
811;-3.494;0.351;0.681;1.243;-0.865;-1.923;3.068;-3.465;-4.316;-4.297;0.398;0.468;-0.018;-0.494;-0.789;-0.703;-0.527;-1.087;-1.552;-2.116;28.474;4.522;-0.768;-0.394;-1.878;0.178;1.585;0.208;-1.28;0.728;1.43;-0.624;0.305;-0.843;-0.288;-0.473;0.495;-0.098;0.232;-0.961;-0.099
811.5;-3.613;0.153;0.622;1.203;-1.04;-2.044;3.04;-3.599;-4.412;-4.141;0.394;0.468;-0.022;-0.342;-0.783;-0.688;-0.612;-0.891;-1.558;-2.102;28.313;4.219;-0.783;-0.314;-1.869;0.222;1.67;0.485;-1.364;0.722;1.575;-0.689;0.5;-0.882;-0.451;-0.59;0.554;-0.084;0.481;-0.808;-0.312
812;-3.661;0.026;0.409;0.974;-1.389;-2.185;2.619;-3.925;-4.82;-4.388;0.392;0.458;-0.033;-0.245;-0.598;-0.551;-0.542;-0.52;-1.351;-2.026;28.364;4.011;-1.007;-0.494;-1.761;0.337;1.742;0.617;-1.225;0.825;1.757;-0.531;0.647;-0.88;-0.34;-0.587;0.425;-0.072;0.635;-0.644;-0.325
812.5;-3.951;-0.07;0.187;0.704;-1.644;-2.452;2.211;-4.302;-5.275;-4.743;0.394;0.457;0.007;-0.111;-0.52;-0.589;-0.524;-0.29;-1.211;-2.04;28.401;3.807;-1.078;-0.501;-1.491;0.402;1.843;0.691;-1.051;0.865;1.826;-0.385;0.728;-0.817;-0.207;-0.446;0.314;-0.067;0.68;-0.407;-0.201
813;-3.783;0.247;0.097;0.671;-1.865;-2.641;1.864;-4.463;-5.586;-5.001;0.388;0.444;-0.046;0.006;-0.377;-0.462;-0.368;0.236;-0.787;-1.863;28.657;3.899;-1.204;-0.537;-0.969;0.22;1.509;0.663;-0.592;0.698;1.579;0.117;0.423;-0.609;0.022;-0.143;0.253;-0.059;0.432;-0.493;0.225
813.5;-3.618;0.577;0.107;0.65;-2.146;-2.821;1.423;-4.785;-5.985;-5.35;0.389;0.445;0.012;0.185;-0.321;-0.354;-0.282;0.567;-0.417;-1.4;28.969;4.252;-1.161;-0.507;-0.624;0.122;1.226;0.451;-0.189;0.562;1.45;0.443;0.133;-0.411;0.316;0.112;0.182;-0.056;0.113;-0.573;0.681
814;-3.447;0.705;0.047;0.421;-2.347;-3.11;1.168;-5.182;-6.497;-5.724;0.391;0.45;0.01;0.181;-0.271;-0.216;-0.324;0.873;-0.119;-0.952;29.511;4.788;-0.996;-0.383;-0.494;0.225;1.01;0.423;-0.061;0.416;1.298;0.523;-0.14;-0.267;0.414;0.219;0.07;-0.049;-0.088;-0.552;0.916
814.5;-3.349;0.886;0.027;0.418;-2.435;-3.216;1.105;-5.364;-6.42;-5.915;0.392;0.462;0.071;0.252;-0.134;-0.049;-0.154;1.117;0.36;-0.506;29.899;5.231;-0.931;-0.328;-0.455;0.18;0.456;0.091;-0.028;0.221;0.886;0.565;-0.672;-0.224;0.58;0.283;0.015;-0.046;-0.327;-0.602;0.928
815;-3.23;1.214;0.326;0.74;-2.288;-3.112;1.563;-5.167;-6.154;-5.561;0.399;0.478;0.195;0.334;-0.193;-0.099;-0.269;0.852;0.416;-0.557;29.96;5.472;-0.885;-0.31;-0.734;0.1;0.405;-0.107;-0.303;0.196;0.807;0.229;-0.994;-0.508;0.429;0.124;0.001;-0.036;-0.289;-0.677;0.731
815.5;-2.904;1.286;0.71;1.003;-1.934;-2.931;2.031;-4.767;-5.697;-5.129;0.41;0.499;0.407;0.372;-0.409;-0.256;-0.416;0.517;0.151;-0.706;30.029;5.523;-0.781;-0.492;-1.141;0.102;0.332;-0.116;-0.686;0.266;0.749;-0.129;-1.152;-0.93;0.175;-0.291;0.114;-0.04;-0.211;-0.657;0.284
816;-2.553;1.548;1.207;1.477;-1.451;-2.46;2.902;-4.189;-5.01;-4.202;0.414;0.504;0.588;0.594;-0.762;-0.504;-0.546;0.195;-0.052;-0.929;29.925;5.34;-0.727;-0.641;-1.485;0.308;0.562;0.201;-0.894;0.315;0.838;-0.549;-1.096;-1.075;0.034;-0.736;0.217;-0.039;0.059;-0.509;-0.218
816.5;-2.079;1.752;1.54;2.125;-0.789;-1.851;3.659;-3.621;-4.259;-3.235;0.421;0.504;0.623;0.713;-0.864;-0.533;-0.544;0.091;-0.204;-1.029;29.669;5.279;-0.892;-1.014;-1.622;0.369;0.872;0.444;-1.056;0.439;0.943;-0.688;-0.744;-1.008;-0.06;-0.77;0.238;-0.03;0.264;-0.412;-0.445
817;-1.822;1.887;1.873;2.677;-0.024;-1.189;4.062;-2.979;-3.552;-2.524;0.42;0.501;0.487;0.676;-0.818;-0.466;-0.374;0.098;-0.236;-1.078;29.61;5.284;-1.046;-1.184;-1.599;0.514;1.206;0.581;-1.006;0.66;1.023;-0.709;-0.466;-0.99;-0.088;-0.737;0.215;-0.041;0.356;-0.374;-0.557
817.5;-1.734;2.027;2.29;3.105;0.593;-0.684;4.381;-2.613;-3.128;-2.222;0.421;0.498;0.253;0.347;-0.712;-0.415;-0.185;0.098;-0.254;-0.96;29.709;5.352;-1.065;-1.234;-1.377;0.479;1.457;0.695;-1.052;0.842;0.959;-0.66;-0.352;-0.919;-0.087;-0.632;0.238;-0.048;0.25;-0.403;-0.536
818;-1.453;2.172;2.505;3.321;0.869;-0.341;4.389;-2.218;-2.959;-2.255;0.414;0.484;-0.123;0.029;-0.481;-0.138;0.209;0.531;0.15;-0.536;30.02;5.507;-1.017;-1.082;-1.047;0.332;1.487;0.708;-0.858;0.824;0.723;-0.456;-0.503;-0.746;0.036;-0.426;0.207;-0.05;0.044;-0.605;-0.314
818.5;-1.389;2.266;2.512;3.224;0.856;-0.278;4.244;-2.203;-3.061;-2.495;0.409;0.466;-0.251;-0.082;-0.301;-0.042;0.368;0.733;0.581;-0.201;30.31;5.607;-0.862;-0.792;-0.86;0.266;1.445;0.607;-0.671;0.822;0.544;-0.444;-0.665;-0.625;0.141;-0.322;0.182;-0.051;-0.285;-0.843;-0.16
819;-1.756;1.853;1.904;2.597;0.311;-0.95;3.708;-2.762;-3.647;-3.238;0.395;0.453;-0.485;-0.296;-0.129;0.038;0.452;1.069;0.849;-0.031;30.712;5.779;-0.771;-0.564;-0.689;0.159;1.081;0.328;-0.624;0.713;0.159;-0.292;-1.062;-0.42;0.247;-0.223;0.145;-0.046;-0.783;-1.115;-0.07
819.5;-2.335;1.385;0.921;1.569;-0.695;-1.853;2.773;-3.64;-4.525;-4.324;0.378;0.443;-0.558;-0.238;0.047;0.162;0.585;1.1;1.206;0.14;31.011;5.94;-0.684;-0.486;-0.736;-0.026;0.523;-0.025;-0.525;0.592;-0.248;-0.1;-1.648;-0.295;0.5;-0.062;0.178;-0.045;-1.422;-1.411;0.077
820;-3.09;0.753;-0.164;0.351;-1.913;-3.006;1.654;-4.796;-5.999;-5.71;0.373;0.436;-0.536;-0.224;0.143;0.262;0.6;1.006;1.169;0.096;31.059;5.848;-0.586;-0.371;-0.879;-0.28;0.064;-0.614;-0.482;0.177;-0.925;-0.041;-2.546;-0.312;0.574;-0.031;0.251;-0.025;-2.69;-2.107;0.168
820.5;-3.592;0.329;-1.135;-0.617;-2.785;-3.841;0.766;-5.778;-7.187;-6.878;0.372;0.431;-0.287;-0.159;0.087;0.19;0.494;1.016;1.064;0.016;31.022;5.573;-0.477;-0.318;-0.929;-0.556;-0.691;-1.263;-0.386;-0.433;-1.779;0.035;-3.678;-0.273;0.722;-0.051;0.341;-0.005;-4.115;-3.014;0.255
821;-3.937;0.243;-1.949;-1.172;-3.343;-4.236;0.382;-6.416;-7.997;-7.451;0.363;0.418;0.061;0.117;-0.158;-0.032;0.26;0.808;0.937;-0.149;30.582;5.206;-0.376;-0.27;-0.85;-0.848;-1.242;-1.741;-0.2;-1.125;-2.624;0.174;-4.595;0.05;1.033;0.026;0.383;0.021;-5.337;-3.806;0.523
821.5;-4.149;0.29;-2.571;-1.583;-3.743;-4.55;-0.082;-6.997;-8.419;-7.708;0.358;0.408;0.273;0.223;-0.259;-0.094;0.088;0.929;1.053;0.233;30.348;5.234;-0.201;-0.163;-0.696;-1.104;-1.695;-2.107;-0.022;-1.528;-3.215;0.506;-5.132;0.451;1.317;0.235;0.415;0.043;-6.032;-4.218;0.862
822;-4.415;0.269;-3.233;-2.018;-4.172;-4.91;-0.699;-7.53;-8.628;-7.838;0.353;0.402;0.469;0.289;-0.311;-0.091;0.042;1.043;1.177;0.646;30.348;5.474;-0.02;0.037;-0.382;-1.218;-1.979;-2.194;0.242;-1.703;-3.45;0.824;-5.292;0.877;1.684;0.471;0.42;0.036;-6.109;-4.257;1.34
822.5;-4.535;0.361;-3.713;-2.455;-4.637;-5.247;-1.111;-7.948;-8.771;-7.912;0.349;0.395;0.557;0.171;-0.341;-0.086;0.014;1.123;1.344;1.105;30.457;5.784;0.038;0.089;-0.071;-1.295;-2.148;-2.09;0.423;-1.682;-3.362;1.185;-5.109;1.307;2.014;0.702;0.347;0.024;-5.577;-3.936;1.76
823;-4.778;0.395;-4.316;-2.96;-5.031;-5.588;-1.491;-8.283;-8.858;-7.899;0.348;0.392;0.451;-0.043;-0.324;-0.089;0.062;1.331;1.546;1.442;30.547;6.109;0.111;0.301;-0.035;-1.19;-1.907;-1.807;0.457;-1.423;-2.873;1.255;-4.459;1.487;2.129;0.778;0.273;0.009;-4.525;-3.234;1.82
823.5;-4.996;0.406;-4.593;-3.208;-5.235;-5.826;-1.513;-8.439;-8.667;-7.592;0.344;0.39;0.424;-0.081;-0.387;-0.153;0.024;1.422;1.733;1.545;30.741;6.344;0.033;0.396;-0.089;-1.025;-1.466;-1.594;0.37;-1.028;-2.105;1.173;-3.516;1.383;1.99;0.656;0.251;0;-3.329;-2.546;1.681
824;-5.191;0.247;-4.734;-3.323;-5.32;-5.937;-1.562;-8.471;-8.504;-7.29;0.345;0.407;0.33;-0.127;-0.411;-0.16;0.012;1.528;1.682;1.648;30.964;6.464;-0.166;0.286;-0.144;-0.835;-0.916;-1.255;0.261;-0.482;-1.005;1.112;-2.289;1.194;1.72;0.506;0.254;-0.011;-1.998;-1.788;1.45
824.5;-5.313;-0.018;-4.786;-3.581;-5.478;-6.081;-1.682;-8.634;-8.611;-7.445;0.35;0.42;0.193;-0.202;-0.372;-0.139;0.016;1.327;1.439;1.338;31.044;6.331;-0.375;0.053;-0.303;-0.583;-0.217;-0.864;0.12;0.096;0.016;0.943;-1.137;0.808;1.354;0.313;0.288;-0.032;-0.861;-1.1;1.177
825;-5.218;-0.08;-4.504;-3.509;-5.354;-5.933;-1.523;-8.604;-8.808;-7.758;0.359;0.427;0.02;-0.329;-0.334;-0.151;0.016;0.847;0.737;0.512;30.672;5.744;-0.542;-0.107;-0.398;-0.534;0.13;-0.895;0.007;0.304;0.356;0.736;-0.811;0.454;1.016;0.175;0.344;-0.044;-0.736;-1.122;0.976
825.5;-4.648;0.221;-3.751;-2.95;-4.767;-5.315;-0.947;-8.193;-8.662;-7.788;0.364;0.427;-0.016;-0.341;-0.355;-0.233;-0.073;0.397;0.078;-0.317;30.116;5.122;-0.551;-0.145;-0.512;-0.547;0.188;-0.986;-0.091;0.245;0.23;0.438;-0.897;0.168;0.721;-0.068;0.442;-0.054;-1.162;-1.45;0.69
826;-3.946;0.739;-2.75;-2.026;-3.954;-4.409;-0.079;-7.433;-8.122;-7.376;0.36;0.423;-0.046;-0.294;-0.364;-0.274;-0.115;0.196;-0.222;-0.666;29.72;4.717;-0.45;-0.099;-0.606;-0.59;0.159;-0.958;-0.141;0.096;-0.111;0.265;-1.183;0.082;0.548;-0.297;0.528;-0.065;-1.697;-1.738;0.547
826.5;-3.476;1.037;-2.022;-1.342;-3.406;-3.811;0.536;-6.806;-7.663;-6.892;0.356;0.418;-0.114;-0.309;-0.251;-0.202;0.008;0.362;-0.142;-0.534;29.785;4.747;-0.341;-0.094;-0.727;-0.574;0.146;-0.876;-0.18;0.083;-0.261;0.135;-1.321;0.047;0.471;-0.453;0.578;-0.073;-1.824;-1.755;0.477
827;-3.239;1.115;-1.636;-0.845;-3.048;-3.495;0.765;-6.33;-7.208;-6.494;0.355;0.419;-0.137;-0.311;-0.102;-0.057;0.161;0.545;0.034;-0.257;30.124;5.052;-0.303;-0.138;-0.748;-0.511;0.186;-0.682;-0.076;0.09;-0.31;0.103;-1.338;0.127;0.537;-0.455;0.512;-0.093;-1.584;-1.574;0.553
827.5;-3.129;1.112;-1.252;-0.259;-2.553;-3.11;1.141;-5.668;-6.714;-5.921;0.35;0.422;-0.155;-0.28;0.021;0.037;0.213;0.676;0.196;-0.058;30.408;5.315;-0.342;-0.21;-0.644;-0.432;0.197;-0.511;0.077;0.168;-0.384;0.24;-1.288;0.129;0.576;-0.337;0.403;-0.104;-1.177;-1.243;0.679
828;-3.331;0.916;-0.945;0.27;-2.13;-2.745;1.592;-5.111;-6.209;-5.434;0.356;0.439;-0.223;-0.356;0.065;0.086;0.281;0.854;0.384;0.192;30.657;5.631;-0.455;-0.331;-0.502;-0.279;0.244;-0.352;0.22;0.298;-0.205;0.367;-1.133;0.107;0.642;-0.129;0.281;-0.106;-0.676;-0.843;0.751
828.5;-3.527;0.707;-0.512;0.843;-1.516;-2.329;2.134;-4.344;-5.591;-4.802;0.35;0.457;-0.15;-0.323;0.086;0.114;0.357;1.087;0.698;0.426;30.901;5.893;-0.736;-0.552;-0.315;-0.195;0.369;-0.284;0.438;0.438;0.047;0.564;-0.919;0.17;0.792;0.209;0.174;-0.096;-0.348;-0.578;1.027
829;-3.78;0.513;-0.121;1.318;-1.022;-1.846;2.597;-3.826;-4.988;-4.203;0.352;0.474;-0.033;-0.229;0.071;0.159;0.377;1.108;0.789;0.432;31.126;5.952;-1.003;-0.651;-0.123;-0.235;0.391;-0.22;0.578;0.534;0.428;0.769;-0.726;0.195;0.944;0.543;0.086;-0.08;-0.105;-0.416;1.211
829.5;-3.988;0.245;0.119;1.497;-0.883;-1.784;2.813;-3.642;-4.644;-4.007;0.354;0.489;-0.002;-0.174;-0.018;0.075;0.301;0.934;0.723;0.236;31.071;5.892;-1.067;-0.682;0.017;-0.404;0.305;-0.295;0.649;0.499;0.487;0.99;-0.69;0.188;1.116;0.908;0.006;-0.052;0.034;-0.37;1.325
830;-4.092;0.192;0.253;1.495;-0.839;-1.675;2.894;-3.48;-4.451;-3.855;0.35;0.481;0.093;-0.018;-0.102;-0.072;0.171;0.577;0.551;-0.093;30.846;5.799;-1.052;-0.688;0.06;-0.522;0.111;-0.458;0.703;0.397;0.416;1.142;-0.716;0.358;1.324;1.184;-0.028;-0.015;-0.258;-0.496;1.403
830.5;-3.82;0.51;0.488;1.432;-1.005;-1.669;3.005;-3.561;-4.329;-3.853;0.354;0.472;0.201;0.189;-0.24;-0.193;-0.031;0.257;0.393;-0.379;30.526;5.681;-0.95;-0.573;-0.048;-0.633;-0.22;-0.762;0.559;0.184;0.103;1.128;-1.092;0.466;1.403;1.173;0.029;0.017;-0.945;-0.845;1.282
831;-3.496;0.945;0.434;1.194;-1.255;-1.875;2.923;-3.872;-4.492;-4.032;0.349;0.458;0.331;0.307;-0.376;-0.391;-0.154;0.01;0.079;-0.577;30.213;5.514;-0.89;-0.455;-0.356;-0.687;-0.568;-1.038;0.318;0.003;-0.242;1.009;-1.529;0.425;1.351;1.088;0.111;0.025;-1.561;-1.228;1.114
831.5;-3.336;1.237;0.037;0.479;-1.909;-2.41;2.218;-4.556;-5.241;-4.712;0.348;0.446;0.451;0.348;-0.508;-0.536;-0.232;-0.446;-0.397;-1.071;29.876;5.217;-0.798;-0.382;-0.639;-0.811;-0.862;-1.411;0.025;-0.208;-0.602;0.761;-2.013;0.297;1.209;0.892;0.24;0.026;-2.187;-1.678;0.877
832;-3.129;1.544;-0.405;-0.125;-2.512;-2.93;1.455;-5.357;-6.201;-5.508;0.35;0.434;0.456;0.426;-0.706;-0.739;-0.43;-1.129;-1.186;-1.701;29.538;4.746;-0.596;-0.27;-0.76;-0.989;-1.072;-1.731;-0.149;-0.511;-1.129;0.548;-2.484;0.133;1.032;0.658;0.334;0.002;-2.687;-2.118;0.644
832.5;-3.236;1.425;-0.796;-0.653;-3.079;-3.412;0.838;-6.09;-7.199;-6.388;0.351;0.417;0.484;0.476;-0.9;-0.974;-0.636;-1.726;-1.843;-2.272;29.182;4.176;-0.401;-0.241;-0.642;-1.14;-1.351;-1.951;-0.153;-0.715;-1.604;0.486;-2.863;-0.063;0.893;0.591;0.409;-0.033;-3.028;-2.47;0.636
