wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
486;0.121;5.216;9.367;11.272;5.547;4.481;5.619;-0.345;-0.701;-0.435;5,522;5,011;0.651;0.848;1.116;0.768;1.16;4.055;4.473;2.891;31.3;6.499;-0.655;-0.579;-0.378;0.17;1.69;2.043;-0.424;1.294;2.023;1.129;3.491;0.034;0.763;-0.005;0.271;0.005;2.001;0.468;0.175
486.5;0.295;5.413;9.683;11.533;5.791;4.755;5.836;-0.072;-0.45;-0.205;5,500;4,991;0.703;0.86;1.149;0.805;1.205;4.081;4.515;2.907;31.377;6.547;-0.648;-0.578;-0.365;0.175;1.777;2.085;-0.374;1.298;2.112;1.191;3.537;-0.026;0.788;0.016;0.281;0.001;2.11;0.446;0.193
487;0.472;5.57;9.977;11.748;5.985;4.976;5.999;0.127;-0.227;0.004;5,472;4,965;0.722;0.841;1.194;0.86;1.261;4.147;4.587;2.954;31.455;6.583;-0.621;-0.569;-0.379;0.244;1.899;2.197;-0.351;1.338;2.235;1.176;3.677;-0.1;0.744;-0.04;0.289;-0.002;2.277;0.495;0.158
487.5;0.692;5.687;10.156;11.864;6.082;5.075;6.157;0.222;-0.07;0.126;5,446;4,938;0.751;0.832;1.22;0.89;1.296;4.138;4.518;2.906;31.418;6.553;-0.611;-0.57;-0.393;0.305;2.007;2.304;-0.375;1.379;2.31;1.135;3.8;-0.193;0.662;-0.094;0.324;-0.013;2.427;0.559;0.116
488;0.778;5.797;10.123;11.815;6.015;5.062;6.164;0.213;0.051;0.184;5,422;4,913;0.757;0.827;1.22;0.932;1.32;4.105;4.37;2.822;31.337;6.544;-0.632;-0.581;-0.383;0.385;2.088;2.454;-0.382;1.468;2.37;1.097;3.908;-0.28;0.588;-0.16;0.348;-0.026;2.567;0.66;0.077
488.5;0.727;5.777;9.975;11.664;5.844;4.954;6.106;0.063;0.036;0.156;5,397;4,887;0.733;0.819;1.201;0.941;1.348;4.11;4.305;2.857;31.334;6.62;-0.71;-0.627;-0.386;0.489;2.164;2.581;-0.413;1.571;2.483;1.065;4.077;-0.33;0.517;-0.181;0.367;-0.031;2.678;0.731;0.024
489;0.631;5.741;9.694;11.516;5.747;4.81;5.999;-0.107;-0.082;0.039;5,372;4,863;0.664;0.763;1.164;0.931;1.346;4.109;4.27;2.907;31.403;6.755;-0.814;-0.698;-0.389;0.581;2.279;2.687;-0.46;1.678;2.552;0.991;4.219;-0.411;0.431;-0.229;0.388;-0.032;2.762;0.798;-0.024
489.5;0.612;5.731;9.448;11.389;5.651;4.723;5.979;-0.242;-0.191;-0.079;5,343;4,834;0.629;0.78;1.112;0.865;1.293;4.005;4.193;2.858;31.421;6.782;-0.879;-0.646;-0.375;0.563;2.283;2.637;-0.466;1.689;2.545;0.951;4.202;-0.417;0.422;-0.255;0.392;-0.031;2.725;0.769;-0.024
490;0.588;5.724;9.208;11.239;5.549;4.638;5.973;-0.348;-0.319;-0.135;5,318;4,808;0.648;0.792;1.025;0.747;1.187;3.938;4.151;2.822;31.424;6.721;-0.894;-0.601;-0.338;0.492;2.269;2.563;-0.437;1.624;2.472;0.949;4.107;-0.352;0.491;-0.203;0.368;-0.029;2.613;0.681;0.043
490.5;0.442;5.554;9.028;11.128;5.492;4.59;5.901;-0.458;-0.463;-0.198;5,292;4,785;0.654;0.758;0.935;0.631;1.088;3.88;4.112;2.833;31.429;6.652;-0.909;-0.59;-0.335;0.397;2.248;2.405;-0.426;1.547;2.426;0.972;4.039;-0.302;0.532;-0.136;0.347;-0.027;2.47;0.575;0.119
491;0.281;5.386;9.025;11.117;5.515;4.603;5.848;-0.465;-0.535;-0.222;5,268;4,763;0.633;0.709;0.909;0.586;1.039;3.906;4.206;2.873;31.457;6.643;-0.885;-0.554;-0.341;0.3;2.222;2.246;-0.389;1.43;2.326;1.01;3.885;-0.208;0.602;-0.038;0.29;-0.019;2.27;0.477;0.19
491.5;0.154;5.275;9.251;11.231;5.68;4.637;5.847;-0.448;-0.522;-0.232;5,241;4,743;0.63;0.657;0.93;0.6;1.068;4.004;4.403;2.985;31.55;6.643;-0.91;-0.545;-0.336;0.232;2.188;2.157;-0.388;1.351;2.264;1.033;3.771;-0.159;0.653;0.021;0.238;-0.01;2.132;0.404;0.224
492;0.186;5.303;9.554;11.431;5.872;4.761;5.918;-0.376;-0.47;-0.165;5,213;4,720;0.564;0.573;0.995;0.693;1.132;4.148;4.587;3.157;31.669;6.675;-0.907;-0.559;-0.351;0.181;2.116;2.078;-0.396;1.257;2.189;1.043;3.717;-0.139;0.664;0.046;0.207;-0.001;2.044;0.342;0.224
492.5;0.26;5.362;9.729;11.503;5.892;4.81;5.914;-0.351;-0.497;-0.216;5,185;4,700;0.582;0.57;1.06;0.744;1.196;4.268;4.664;3.24;31.741;6.679;-0.946;-0.647;-0.303;0.107;1.981;1.973;-0.403;1.186;2.14;1.096;3.644;-0.162;0.67;0.126;0.197;0;1.993;0.326;0.271
493;0.314;5.428;9.736;11.397;5.722;4.68;5.761;-0.439;-0.546;-0.335;5,162;4,680;0.59;0.612;1.104;0.783;1.236;4.361;4.766;3.373;31.844;6.739;-0.982;-0.775;-0.297;0.041;1.828;1.866;-0.416;1.143;2.068;1.147;3.503;-0.198;0.661;0.168;0.203;0;1.887;0.322;0.237
493.5;0.37;5.482;9.696;11.271;5.549;4.519;5.619;-0.551;-0.7;-0.476;5,138;4,663;0.571;0.625;1.117;0.835;1.273;4.464;4.869;3.476;31.98;6.831;-1.047;-0.863;-0.311;-0.017;1.651;1.721;-0.4;1.095;2.004;1.174;3.384;-0.248;0.668;0.219;0.224;0.005;1.766;0.253;0.174
494;0.422;5.576;9.518;11.094;5.422;4.347;5.519;-0.652;-0.828;-0.579;5,118;4,641;0.563;0.66;1.131;0.847;1.301;4.496;4.951;3.496;32.073;6.887;-1.058;-0.87;-0.295;-0.009;1.576;1.666;-0.422;1.101;1.902;1.134;3.235;-0.335;0.637;0.194;0.251;0.007;1.691;0.234;0.121
494.5;0.433;5.618;9.204;10.756;5.159;4.073;5.342;-0.907;-1.052;-0.846;5,094;4,617;0.563;0.659;1.15;0.862;1.305;4.426;4.93;3.339;32.024;6.829;-0.989;-0.802;-0.26;-0.04;1.476;1.619;-0.381;1.109;1.79;1.13;3.057;-0.323;0.655;0.175;0.283;0.004;1.688;0.213;0.101
495;0.32;5.491;8.785;10.366;4.838;3.767;5.167;-1.191;-1.317;-1.083;5,069;4,588;0.559;0.632;1.125;0.846;1.309;4.392;4.855;3.159;31.95;6.721;-0.929;-0.794;-0.261;-0.04;1.41;1.611;-0.351;1.115;1.699;1.074;2.914;-0.277;0.668;0.148;0.316;0.001;1.727;0.162;0.075
495.5;0.15;5.294;8.416;10.124;4.646;3.561;5.047;-1.395;-1.521;-1.244;5,041;4,565;0.563;0.578;1.081;0.823;1.296;4.31;4.673;2.955;31.883;6.621;-0.914;-0.795;-0.285;0.01;1.414;1.607;-0.334;1.151;1.67;1.049;2.883;-0.206;0.685;0.135;0.324;-0.006;1.852;0.177;0.119
496;0.054;5.101;8.208;10.022;4.58;3.53;5.068;-1.414;-1.47;-1.269;5,016;4,541;0.541;0.51;1.092;0.847;1.298;4.233;4.502;2.705;31.837;6.575;-0.936;-0.803;-0.404;0.086;1.563;1.649;-0.418;1.186;1.697;0.967;2.88;-0.219;0.634;0.06;0.317;-0.007;2.044;0.218;0.094
496.5;-0.054;4.931;8.128;10.034;4.634;3.552;5.133;-1.393;-1.361;-1.236;4,984;4,513;0.526;0.479;1.109;0.875;1.3;4.083;4.296;2.477;31.743;6.479;-1.009;-0.846;-0.482;0.139;1.723;1.717;-0.493;1.211;1.787;0.918;2.95;-0.254;0.624;0.012;0.3;-0.01;2.18;0.268;0.129
497;-0.017;4.878;8.157;10.156;4.78;3.668;5.29;-1.241;-1.226;-1.072;4,956;4,488;0.467;0.416;1.138;0.889;1.296;3.941;4.034;2.317;31.676;6.434;-1.079;-0.926;-0.549;0.195;1.875;1.825;-0.534;1.218;1.906;0.906;3.088;-0.285;0.636;-0.074;0.289;-0.012;2.343;0.326;0.133
497.5;-0.017;4.838;8.252;10.246;4.773;3.713;5.375;-1.16;-1.204;-0.985;4,926;4,467;0.487;0.388;1.165;0.864;1.274;3.866;3.848;2.186;31.584;6.371;-1.171;-1.049;-0.606;0.218;1.963;1.881;-0.578;1.231;2.02;0.866;3.196;-0.356;0.606;-0.106;0.262;-0.013;2.43;0.398;0.102
498;-0.003;4.822;8.45;10.388;4.859;3.789;5.44;-1.097;-1.105;-0.864;4,896;4,443;0.487;0.447;1.185;0.824;1.213;3.738;3.647;2.104;31.49;6.32;-1.243;-1.146;-0.658;0.228;1.994;1.852;-0.612;1.181;2.069;0.828;3.155;-0.438;0.568;-0.143;0.252;-0.01;2.348;0.377;0.083
498.5;0.136;4.942;8.806;10.686;5.11;4.07;5.623;-0.826;-0.989;-0.649;4,869;4,424;0.546;0.529;1.129;0.802;1.147;3.58;3.46;1.991;31.364;6.232;-1.328;-1.161;-0.649;0.142;1.9;1.677;-0.573;1.072;2.022;0.838;3.025;-0.458;0.567;-0.129;0.238;-0.008;2.136;0.309;0.067
499;0.224;5.098;9.171;10.961;5.356;4.27;5.815;-0.599;-0.852;-0.418;4,838;4,398;0.563;0.581;1.147;0.789;1.138;3.568;3.482;2.043;31.25;6.198;-1.312;-1.137;-0.613;0.083;1.825;1.582;-0.54;1.021;1.979;0.816;2.908;-0.46;0.531;-0.134;0.233;-0.006;1.899;0.219;0.101
499.5;0.148;5.13;9.414;11.052;5.426;4.325;5.813;-0.53;-0.856;-0.417;4,808;4,374;0.566;0.533;1.167;0.827;1.134;3.574;3.554;2.084;31.16;6.174;-1.277;-1.049;-0.559;0.036;1.782;1.562;-0.482;1.026;1.973;0.798;2.813;-0.351;0.599;-0.097;0.211;-0.006;1.735;0.149;0.153
500;-0.001;5.007;9.414;11.003;5.397;4.286;5.793;-0.568;-0.974;-0.519;4,782;4,345;0.588;0.527;1.108;0.792;1.105;3.592;3.631;2.131;31.142;6.116;-1.217;-0.999;-0.53;-0.008;1.711;1.527;-0.461;1.011;1.917;0.76;2.71;-0.262;0.635;-0.093;0.244;-0.008;1.537;0.02;0.182
500.5;-0.078;5.001;9.303;10.923;5.38;4.281;5.762;-0.593;-1.033;-0.537;4,757;4,325;0.633;0.56;1.059;0.777;1.11;3.668;3.709;2.211;31.215;6.145;-1.133;-0.919;-0.487;-0.044;1.584;1.403;-0.436;0.965;1.775;0.771;2.568;-0.115;0.733;0.025;0.229;-0.009;1.359;-0.114;0.299
501;-0.127;4.957;9.075;10.761;5.307;4.204;5.704;-0.645;-1.073;-0.672;4,734;4,302;0.681;0.596;1.019;0.764;1.093;3.719;3.76;2.216;31.297;6.175;-1.114;-0.839;-0.555;-0.052;1.539;1.25;-0.502;0.96;1.688;0.761;2.454;-0.089;0.767;0.014;0.242;-0.006;1.245;-0.176;0.31
501.5;-0.255;4.912;8.716;10.497;5.146;4.022;5.52;-0.794;-1.179;-0.796;4,707;4,276;0.708;0.609;0.991;0.76;1.09;3.721;3.762;2.254;31.376;6.232;-1.163;-0.842;-0.557;-0.102;1.43;1.072;-0.519;0.877;1.597;0.771;2.358;-0.05;0.858;0.067;0.24;-0.003;1.064;-0.215;0.354
502;-0.32;4.841;8.35;10.183;4.922;3.758;5.279;-0.943;-1.347;-0.994;4,679;4,250;0.711;0.59;0.952;0.737;1.093;3.717;3.781;2.307;31.476;6.338;-1.197;-0.877;-0.559;-0.06;1.352;1.038;-0.524;0.869;1.571;0.785;2.343;0.007;0.913;0.045;0.238;-0.005;1.029;-0.216;0.334
502.5;-0.35;4.821;8.164;10.011;4.712;3.562;5.167;-1.091;-1.449;-1.109;4,650;4,220;0.69;0.557;0.87;0.646;1.059;3.636;3.724;2.227;31.506;6.401;-1.233;-0.931;-0.523;-0.02;1.34;1.131;-0.545;0.909;1.53;0.752;2.42;-0.008;0.919;0.03;0.253;-0.003;1.083;-0.18;0.3
503;-0.296;4.799;8.139;9.985;4.673;3.51;5.111;-1.133;-1.409;-1.132;4,618;4,188;0.651;0.564;0.833;0.58;0.999;3.522;3.597;2.143;31.504;6.462;-1.265;-0.946;-0.435;0.011;1.291;1.226;-0.505;0.926;1.503;0.789;2.439;-0.027;0.903;0.025;0.26;-0.005;1.145;-0.152;0.351
503.5;-0.122;4.881;8.298;10.152;4.798;3.639;5.265;-0.983;-1.319;-1.044;4,586;4,161;0.659;0.58;0.79;0.585;0.976;3.442;3.506;2.076;31.459;6.481;-1.247;-0.914;-0.373;0.011;1.25;1.247;-0.465;0.942;1.505;0.843;2.453;-0.058;0.866;0.049;0.29;-0.017;1.242;-0.128;0.358
504;0.019;4.971;8.543;10.365;4.992;3.804;5.468;-0.887;-1.234;-0.966;4,551;4,132;0.585;0.551;0.842;0.634;1.014;3.556;3.635;2.141;31.448;6.55;-1.205;-0.864;-0.322;0.021;1.319;1.405;-0.402;1.016;1.527;0.916;2.496;-0.026;0.866;0.045;0.324;-0.027;1.343;-0.104;0.387
504.5;0.081;5.075;8.766;10.58;5.165;3.995;5.639;-0.803;-1.201;-0.883;4,524;4,108;0.503;0.485;0.869;0.665;1.05;3.564;3.616;2.102;31.387;6.577;-1.149;-0.731;-0.325;0.087;1.482;1.619;-0.403;1.139;1.619;0.926;2.533;-0.021;0.857;0.029;0.326;-0.031;1.506;-0.019;0.418
505;0.12;5.017;8.877;10.668;5.222;4.066;5.795;-0.861;-1.291;-0.941;4,499;4,083;0.451;0.479;0.875;0.682;1.051;3.53;3.608;2.06;31.332;6.499;-1.002;-0.613;-0.31;0.127;1.605;1.794;-0.395;1.232;1.641;0.946;2.541;-0.056;0.862;0.034;0.354;-0.032;1.591;0.026;0.463
505.5;0.122;4.997;8.839;10.67;5.277;4.034;5.846;-0.936;-1.458;-1.08;4,480;4,068;0.358;0.404;0.912;0.711;1.099;3.494;3.53;1.98;31.3;6.47;-0.862;-0.548;-0.293;0.175;1.687;1.871;-0.39;1.297;1.644;0.956;2.523;-0.02;0.916;0.102;0.303;-0.022;1.665;0.072;0.473
506;-0.034;4.864;8.608;10.473;5.163;3.875;5.766;-1.129;-1.725;-1.401;4,459;4,052;0.352;0.403;0.923;0.707;1.107;3.418;3.382;1.84;31.289;6.349;-0.881;-0.556;-0.357;0.241;1.765;1.85;-0.409;1.338;1.611;0.959;2.498;-0.031;0.96;0.084;0.299;-0.015;1.712;0.117;0.43
506.5;-0.186;4.795;8.337;10.218;4.967;3.692;5.577;-1.298;-1.971;-1.588;4,435;4,034;0.378;0.362;0.906;0.707;1.096;3.303;3.269;1.685;31.22;6.22;-0.95;-0.715;-0.383;0.238;1.791;1.824;-0.409;1.293;1.609;0.92;2.485;-0.054;0.987;0.114;0.283;-0.007;1.648;0.115;0.368
507;-0.201;4.789;8.205;10.021;4.821;3.594;5.453;-1.335;-2.117;-1.685;4,412;4,009;0.383;0.341;0.869;0.658;1.056;3.174;3.184;1.496;31.135;6.059;-1.04;-0.902;-0.418;0.286;1.815;1.901;-0.412;1.289;1.705;0.866;2.539;-0.039;0.969;0.132;0.251;-0.003;1.654;0.126;0.338
507.5;-0.147;4.879;8.188;9.976;4.716;3.613;5.45;-1.262;-2.003;-1.635;4,386;3,979;0.391;0.302;0.796;0.554;1.001;3.062;3.102;1.373;31.07;5.951;-1.148;-1.051;-0.383;0.268;1.749;1.893;-0.359;1.241;1.739;0.878;2.556;0.022;1.02;0.142;0.235;0.001;1.663;0.123;0.382
508;-0.046;4.95;8.159;9.871;4.641;3.594;5.401;-1.171;-1.863;-1.528;4,356;3,951;0.431;0.303;0.764;0.522;0.929;3.048;3.127;1.315;31.073;5.912;-1.274;-1.155;-0.368;0.24;1.707;1.863;-0.325;1.21;1.824;0.878;2.601;0.062;1.006;0.143;0.2;-0.004;1.726;0.126;0.396
508.5;-0.058;4.895;8.105;9.76;4.49;3.523;5.26;-1.249;-1.839;-1.551;4,325;3,924;0.51;0.34;0.759;0.575;0.935;3.151;3.194;1.388;31.126;5.909;-1.354;-1.287;-0.362;0.204;1.683;1.738;-0.319;1.177;1.928;0.854;2.622;0.016;0.964;0.168;0.238;-0.016;1.755;0.099;0.37
509;-0.142;4.735;8.078;9.644;4.372;3.448;5.104;-1.37;-1.851;-1.587;4,293;3,894;0.519;0.335;0.795;0.628;0.959;3.304;3.362;1.505;31.211;5.941;-1.405;-1.266;-0.385;0.206;1.68;1.716;-0.298;1.137;1.978;0.875;2.602;0.001;0.944;0.203;0.251;-0.021;1.704;0.026;0.396
509.5;-0.17;4.605;8.079;9.677;4.363;3.372;5.009;-1.462;-1.924;-1.547;4,261;3,865;0.477;0.312;0.806;0.646;0.979;3.414;3.435;1.653;31.263;6.056;-1.33;-1.139;-0.44;0.224;1.707;1.634;-0.325;1.11;2.019;0.844;2.572;-0.075;0.877;0.177;0.255;-0.021;1.647;0.004;0.396
510;-0.327;4.379;8.003;9.573;4.219;3.204;4.856;-1.652;-2.06;-1.655;4,226;3,833;0.445;0.301;0.868;0.738;1.074;3.47;3.565;1.867;31.366;6.154;-1.177;-0.918;-0.485;0.239;1.743;1.598;-0.391;1.102;2.022;0.813;2.513;-0.168;0.82;0.119;0.273;-0.019;1.607;0.016;0.36
510.5;-0.534;4.144;7.805;9.398;4.069;2.917;4.626;-1.828;-2.306;-1.855;4,196;3,806;0.417;0.256;0.936;0.806;1.16;3.484;3.556;2.001;31.429;6.267;-1.02;-0.753;-0.556;0.253;1.75;1.567;-0.486;1.087;2.004;0.772;2.486;-0.288;0.743;0.002;0.299;-0.015;1.536;0.02;0.212
511;-0.653;3.986;7.618;9.17;3.914;2.638;4.395;-2.011;-2.505;-2.044;4,169;3,782;0.4;0.309;0.987;0.845;1.209;3.435;3.537;2.097;31.464;6.343;-0.96;-0.646;-0.586;0.209;1.674;1.424;-0.482;1.01;1.77;0.736;2.35;-0.373;0.73;-0.078;0.328;-0.016;1.376;-0.017;0.191
511.5;-0.758;3.899;7.492;9.06;3.811;2.453;4.275;-2.123;-2.631;-2.119;4,144;3,758;0.388;0.349;0.996;0.844;1.207;3.374;3.489;2.075;31.405;6.392;-0.894;-0.591;-0.531;0.157;1.544;1.346;-0.446;0.953;1.612;0.728;2.244;-0.382;0.737;-0.073;0.322;-0.017;1.237;-0.056;0.2
512;-0.686;4.028;7.503;9.064;3.825;2.434;4.32;-2.12;-2.576;-2.092;4,126;3,738;0.329;0.346;1.043;0.866;1.231;3.363;3.464;2.056;31.378;6.469;-0.904;-0.629;-0.494;0.128;1.454;1.303;-0.423;0.941;1.55;0.723;2.191;-0.328;0.734;-0.038;0.29;-0.017;1.202;-0.049;0.184
512.5;-0.59;4.237;7.571;9.078;3.902;2.47;4.44;-2.017;-2.415;-1.984;4,108;3,717;0.353;0.393;1.055;0.861;1.285;3.42;3.424;2.091;31.409;6.547;-0.912;-0.64;-0.449;0.119;1.359;1.268;-0.383;0.94;1.449;0.756;2.164;-0.217;0.788;-0.033;0.253;-0.023;1.222;0.023;0.226
513;-0.49;4.373;7.566;9.054;3.985;2.501;4.503;-1.993;-2.342;-1.972;4,088;3,697;0.384;0.42;1.072;0.844;1.283;3.461;3.393;2.054;31.467;6.581;-1.002;-0.701;-0.491;0.124;1.356;1.289;-0.454;0.959;1.431;0.747;2.212;-0.174;0.772;-0.053;0.246;-0.034;1.268;0.073;0.217
513.5;-0.443;4.387;7.492;9.008;3.933;2.466;4.427;-2.097;-2.458;-2.174;4,068;3,679;0.411;0.473;1.091;0.854;1.324;3.495;3.42;2.102;31.552;6.614;-1.104;-0.856;-0.532;0.127;1.4;1.297;-0.5;0.973;1.438;0.746;2.28;-0.167;0.79;-0.009;0.265;-0.041;1.249;0.07;0.252
514;-0.377;4.458;7.502;9.037;3.896;2.506;4.443;-2.108;-2.499;-2.251;4,039;3,652;0.384;0.441;1.142;0.852;1.365;3.584;3.583;2.235;31.665;6.661;-1.227;-0.977;-0.617;0.171;1.472;1.407;-0.573;1.018;1.485;0.728;2.377;-0.167;0.764;0.024;0.271;-0.036;1.287;0.008;0.271
514.5;-0.351;4.518;7.549;9.092;3.902;2.551;4.519;-2.097;-2.568;-2.276;4,010;3,623;0.346;0.42;1.19;0.875;1.407;3.785;3.817;2.496;31.779;6.756;-1.271;-1.01;-0.678;0.207;1.599;1.468;-0.652;1.048;1.583;0.761;2.434;-0.167;0.825;0.035;0.278;-0.033;1.284;-0.045;0.255
515;-0.382;4.562;7.558;9.039;3.831;2.57;4.552;-2.114;-2.659;-2.303;3,979;3,596;0.384;0.407;1.217;0.894;1.474;3.859;3.964;2.567;31.866;6.784;-1.318;-0.958;-0.724;0.208;1.711;1.516;-0.676;1.08;1.664;0.805;2.493;-0.169;0.861;0.052;0.31;-0.033;1.286;-0.06;0.239
515.5;-0.39;4.601;7.569;8.976;3.819;2.57;4.613;-2;-2.675;-2.264;3,949;3,572;0.424;0.375;1.212;0.877;1.446;3.827;3.93;2.462;31.803;6.747;-1.278;-0.916;-0.744;0.148;1.724;1.494;-0.657;1.043;1.7;0.809;2.491;-0.248;0.87;0.019;0.362;-0.029;1.199;-0.132;0.2
516;-0.37;4.63;7.604;8.874;3.757;2.497;4.64;-1.924;-2.631;-2.216;3,920;3,545;0.404;0.351;1.165;0.861;1.376;3.737;3.85;2.325;31.666;6.687;-1.336;-0.954;-0.724;0.079;1.662;1.391;-0.602;0.977;1.63;0.794;2.413;-0.27;0.867;0.019;0.381;-0.021;1.074;-0.223;0.19
516.5;-0.485;4.499;7.578;8.843;3.721;2.493;4.622;-1.922;-2.598;-2.203;3,889;3,524;0.401;0.334;1.139;0.835;1.302;3.701;3.781;2.2;31.556;6.671;-1.327;-0.959;-0.705;-0.003;1.589;1.311;-0.589;0.928;1.552;0.721;2.344;-0.241;0.829;-0.008;0.384;-0.016;1.041;-0.262;0.078
517;-0.617;4.336;7.578;8.847;3.681;2.489;4.585;-1.9;-2.536;-2.174;3,864;3,501;0.37;0.316;1.117;0.863;1.312;3.784;3.792;2.15;31.536;6.732;-1.183;-0.862;-0.627;-0.079;1.546;1.227;-0.557;0.89;1.552;0.709;2.295;-0.164;0.842;-0.015;0.343;-0.01;0.983;-0.282;0.036
517.5;-0.78;4.045;7.551;8.751;3.619;2.396;4.496;-1.882;-2.538;-2.17;3,842;3,479;0.386;0.328;1.095;0.868;1.325;3.896;3.837;2.215;31.546;6.81;-0.96;-0.713;-0.585;-0.123;1.454;1.154;-0.576;0.844;1.452;0.655;2.197;-0.134;0.791;-0.044;0.332;-0.013;0.905;-0.226;0.02
518;-0.977;3.785;7.427;8.627;3.547;2.238;4.355;-1.96;-2.614;-2.293;3,821;3,460;0.396;0.337;1.073;0.859;1.294;4.011;3.865;2.29;31.55;6.828;-0.825;-0.607;-0.565;-0.18;1.32;1.088;-0.573;0.786;1.302;0.712;2.052;-0.12;0.779;-0.074;0.326;-0.018;0.829;-0.188;-0.004
518.5;-1.037;3.638;7.328;8.64;3.544;2.222;4.244;-2.005;-2.663;-2.34;3,800;3,437;0.38;0.334;1.07;0.924;1.33;4.126;3.943;2.471;31.593;6.871;-0.751;-0.588;-0.508;-0.25;1.197;0.988;-0.52;0.706;1.162;0.771;1.935;-0.041;0.827;-0.047;0.308;-0.02;0.808;-0.189;0.07
519;-1.146;3.518;7.222;8.663;3.444;2.188;4.165;-2.115;-2.702;-2.367;3,774;3,411;0.398;0.343;1.052;0.916;1.328;4.139;3.999;2.648;31.617;6.9;-0.748;-0.647;-0.465;-0.275;1.171;0.968;-0.462;0.695;1.119;0.882;1.936;0.009;0.823;0.011;0.313;-0.018;0.961;-0.151;0.117
519.5;-1.223;3.486;7.085;8.581;3.296;2.071;4.067;-2.263;-2.721;-2.375;3,755;3,390;0.358;0.312;1.084;0.918;1.361;4.185;4.047;2.822;31.638;6.906;-0.73;-0.657;-0.416;-0.258;1.199;0.989;-0.415;0.751;1.177;0.986;2;-0.006;0.845;0.064;0.314;-0.026;1.148;-0.084;0.145
520;-1.191;3.55;6.914;8.484;3.133;1.966;3.962;-2.409;-2.768;-2.393;3,738;3,376;0.358;0.345;1.067;0.869;1.334;4.127;3.98;2.762;31.59;6.86;-0.829;-0.738;-0.413;-0.213;1.259;1.084;-0.366;0.825;1.324;1.01;2.198;-0.066;0.825;0.079;0.335;-0.034;1.389;0.059;0.161
520.5;-1.092;3.724;6.819;8.426;3.081;2.016;3.987;-2.484;-2.736;-2.33;3,721;3,367;0.362;0.35;1.008;0.816;1.245;3.934;3.829;2.592;31.499;6.778;-0.984;-0.86;-0.503;-0.152;1.369;1.251;-0.422;0.919;1.506;0.918;2.419;-0.191;0.758;-0.007;0.372;-0.035;1.658;0.177;0.117
521;-0.931;3.974;6.818;8.405;3.061;2.139;4.055;-2.487;-2.656;-2.251;3,698;3,354;0.358;0.365;0.958;0.76;1.176;3.747;3.694;2.388;31.439;6.713;-1.235;-1.076;-0.663;-0.056;1.461;1.449;-0.55;1.002;1.636;0.781;2.567;-0.342;0.572;-0.13;0.409;-0.032;1.778;0.242;-0.009
521.5;-0.822;4.161;6.819;8.447;3.104;2.268;4.118;-2.518;-2.676;-2.219;3,678;3,343;0.348;0.352;0.962;0.747;1.148;3.631;3.634;2.26;31.47;6.737;-1.397;-1.186;-0.86;0.027;1.586;1.601;-0.745;1.061;1.733;0.594;2.719;-0.482;0.371;-0.292;0.428;-0.029;1.876;0.304;-0.199
522;-0.72;4.263;6.855;8.458;3.126;2.325;4.134;-2.36;-2.63;-2.176;3,658;3,329;0.307;0.371;0.955;0.765;1.149;3.664;3.663;2.202;31.474;6.802;-1.386;-1.145;-0.955;0.138;1.712;1.662;-0.858;1.129;1.867;0.496;2.888;-0.522;0.272;-0.391;0.412;-0.019;1.859;0.304;-0.255
522.5;-0.681;4.243;6.788;8.374;3.082;2.258;4.146;-2.244;-2.629;-2.232;3,638;3,314;0.285;0.36;0.959;0.77;1.134;3.69;3.685;2.197;31.445;6.822;-1.352;-1.1;-1.01;0.238;1.731;1.709;-0.943;1.145;1.868;0.377;2.875;-0.533;0.208;-0.45;0.393;-0.009;1.723;0.236;-0.328
523;-0.579;4.292;6.797;8.337;3.151;2.21;4.282;-2.015;-2.593;-2.179;3,617;3,297;0.223;0.362;0.977;0.798;1.16;3.725;3.646;2.167;31.385;6.776;-1.281;-1.024;-0.984;0.282;1.652;1.745;-0.918;1.158;1.802;0.403;2.792;-0.508;0.234;-0.483;0.362;-0.001;1.588;0.166;-0.344
523.5;-0.37;4.415;7.014;8.544;3.463;2.402;4.568;-1.729;-2.379;-1.94;3,595;3,272;0.208;0.324;0.98;0.844;1.178;3.662;3.517;2.044;31.311;6.655;-1.109;-0.904;-0.81;0.282;1.518;1.603;-0.803;1.108;1.638;0.555;2.619;-0.409;0.402;-0.369;0.329;0.007;1.389;-0.006;-0.217
524;-0.309;4.425;7.285;8.789;3.745;2.579;4.859;-1.474;-2.184;-1.772;3,569;3,248;0.221;0.309;0.915;0.792;1.122;3.382;3.25;1.772;31.171;6.457;-0.966;-0.802;-0.653;0.229;1.398;1.481;-0.672;1.013;1.504;0.704;2.5;-0.318;0.508;-0.222;0.304;0.011;1.216;-0.16;-0.126
